Starting run from scratch
Starting run from scratch
Starting run from scratch
Starting run from scratch
Starting run from scratch
Starting run from scratch
0,train,0.04996191803772575,0.8870363826272314,0.8668284618997217,0.8998365082288728,1157.949212551117,7460,787515904,855638016,2
0,val,0.03769870236702995,0.9146953995783598,0.8978584394544447,0.9252140933239242,123.01069784164429,1288,498248704,855638016,2
1,train,0.03821856144573337,0.9134536215161616,0.8962370429486436,0.9240827461899739,1055.8394634723663,7460,787079680,855638016,2
1,val,0.03580079224758206,0.9182319607909938,0.901209557290115,0.9289686864610107,97.7719292640686,1288,498279424,855638016,2
2,train,0.03774959832102137,0.9141516354019857,0.8980153067763565,0.9241100857303878,1056.8839900493622,7460,787079680,855638016,2
2,val,0.03875882513155304,0.9131587391781234,0.8953496981241292,0.924273575946833,98.30876111984253,1288,498279424,855638016,2
3,train,0.035495274020094454,0.9190802871276449,0.9036284075775284,0.9285659061610407,1056.1599562168121,7460,787079680,855638016,2
3,val,0.03438737750476509,0.9222283605403734,0.9075147799640056,0.9313747129840233,97.78475713729858,1288,498279424,855638016,2
4,train,0.03333820959909509,0.9232226240242081,0.9086323920131384,0.9321513511727594,1056.6168704032898,7460,787079680,855638016,2
4,val,0.03391171298804944,0.9232311761142211,0.9087276392611969,0.932272662877726,101.72476005554199,1288,498279424,855638016,2
5,train,0.03231990829582202,0.9251829129463509,0.910590088056843,0.9341084862262141,1085.1902389526367,7460,787079680,855638016,2
5,val,0.034119978250546336,0.9219023279146387,0.9079960971652861,0.9304648655042884,98.20674419403076,1288,498279424,855638016,2
6,train,0.03116030436399084,0.9276282970718874,0.9137055572817002,0.9361396915469783,1055.7747747898102,7460,787079680,855638016,2
6,val,0.03974782425703877,0.9131531048490538,0.8949275921099304,0.9245789245542162,98.15939211845398,1288,498279424,855638016,2
7,train,0.030478260385629456,0.9290115645217386,0.9151170321916963,0.937488122222193,1055.925291776657,7460,787079680,855638016,2
7,val,0.034620308391735695,0.9199989476509661,0.9057103281518919,0.9286734783548264,98.3756263256073,1288,498279424,855638016,2
8,train,0.02949299260002913,0.9309639164658318,0.9175083712277642,0.9391730665054938,1055.7264034748077,7460,787079680,855638016,2
8,val,0.033868973273139355,0.9239745645712123,0.9107325564871394,0.9321087102995452,97.31073498725891,1288,498279424,855638016,2
9,train,0.02845018340773347,0.9333184380880731,0.919799314524581,0.9415611491870677,1056.1042923927307,7460,787079680,855638016,2
9,val,0.03474441670105173,0.9226185831049758,0.9073631531616525,0.9320825360807417,98.37013268470764,1288,498279424,855638016,2
10,train,0.02749447710125205,0.9355210535726578,0.9223882926973174,0.9435256216651565,1060.5905673503876,7460,787079680,855638016,2
10,val,0.03387155267944172,0.9247422292560702,0.9108169245842225,0.9333229561301031,98.05393028259277,1288,498279424,855638016,2
11,train,0.026743343227076742,0.93724894461935,0.9242938083989657,0.9451464384988274,1060.7021570205688,7460,787079680,855638016,2
11,val,0.03593345974119977,0.9216964472032666,0.9054820480748361,0.9317255437486254,98.34533762931824,1288,498279424,855638016,2
12,train,0.026371744754323943,0.9381357791771869,0.9254363954898757,0.9458765109735088,1061.1416301727295,7460,787079680,855638016,2
12,val,0.036210891745709725,0.9219093846720205,0.9087694965307643,0.9299778171943153,97.9987850189209,1288,498279424,855638016,2
13,train,0.02518876848201519,0.9407691917848654,0.9282471477055415,0.9483933960007732,1061.896033525467,7460,787079680,855638016,2
13,val,0.03760388816531763,0.9210079040358141,0.9056296569796363,0.9305470692350329,98.78535580635071,1288,498279424,855638016,2
14,train,0.024014853862075882,0.94347966175673,0.9313804280370205,0.9508486867655492,1061.213947057724,7460,787079680,855638016,2
14,val,0.03677086195144564,0.921175609774965,0.9063376167705712,0.930224763785912,98.36864304542542,1288,498279424,855638016,2
15,train,0.023221416190839762,0.9454056001628541,0.9333460185709112,0.9527508175443269,1061.900765657425,7460,787079680,855638016,2
15,val,0.035928803729926365,0.9224355521983099,0.9086521711992117,0.9309030644601596,98.79306650161743,1288,498279424,855638016,2
16,train,0.022687206006046196,0.9466575652537417,0.9348762156132274,0.9538306688171315,1061.1028275489807,7460,787079680,855638016,2
16,val,0.037307333932628285,0.9217668445126517,0.9070174504796068,0.9308587285032802,97.80688643455505,1288,498279424,855638016,2
17,train,0.021087142446666342,0.9503484568348481,0.9389618958224893,0.9572807065569621,1059.1005046367645,7460,787079680,855638016,2
17,val,0.038243039184490644,0.9227008942810351,0.9084764500295621,0.9314510499339714,97.93522620201111,1288,498279424,855638016,2
18,train,0.020078382761700053,0.9528551331989827,0.9421281197122016,0.9593842957938356,1060.242268562317,7460,787079680,855638016,2
18,val,0.041164561571587106,0.9192013161947822,0.9028380988009248,0.9293178221465825,98.65070366859436,1288,498279424,855638016,2
19,train,0.019162005466868803,0.954923261140749,0.9446081279199688,0.9612003595201968,1059.8238208293915,7460,787079680,855638016,2
19,val,0.04179939845432149,0.9202437901851503,0.905257306430241,0.929513945734475,98.44945693016052,1288,498279424,855638016,2
20,train,0.018196743917183445,0.9572194437322701,0.9473329730505229,0.9632350436962732,1059.6334645748138,7460,787079680,855638016,2
20,val,0.04165125313458266,0.9224310698480519,0.9077919504568126,0.9314688872517991,98.24134492874146,1288,498279424,855638016,2
21,train,0.017466310046724505,0.9589454055212671,0.9493957980924828,0.9647567293819657,1058.9931988716125,7460,787079680,855638016,2
21,val,0.04444195907943103,0.9193907303084436,0.905702843619223,0.9277504127446957,98.20195865631104,1288,498279424,855638016,2
22,train,0.016935888201335837,0.9602699012856729,0.9508037508990553,0.9660279569211374,1059.2876329421997,7460,787079680,855638016,2
22,val,0.041966416154211206,0.9215919608620917,0.9063527743183764,0.9309678580046884,98.62950658798218,1288,498279424,855638016,2
23,train,0.016442888455310837,0.9613810385713735,0.9522177286940188,0.9669551376320742,1060.0686495304108,7460,787079680,855638016,2
23,val,0.045444626141552515,0.9219715480155288,0.9066615633085795,0.9314677649405213,98.25946927070618,1288,498279424,855638016,2
24,train,0.015452395199933642,0.963742758978901,0.9550891865546148,0.9690072759969288,1058.8835906982422,7460,787079680,855638016,2
24,val,0.04584463652790477,0.9229216022674408,0.9085663994604677,0.9317493517089532,97.5179283618927,1288,498279424,855638016,2
25,train,0.014774204809099408,0.9653395182532437,0.9569042912553097,0.9704715963897145,1059.0798766613007,7460,787079680,855638016,2
25,val,0.047981630818580014,0.9218810935159806,0.9078576522348465,0.9305086305923466,98.47587871551514,1288,498279424,855638016,2
26,train,0.014127722701489183,0.9668600057452562,0.9588332803339461,0.9717426805754185,1061.137244939804,7460,787079680,855638016,2
26,val,0.048846562152535064,0.9222476167943894,0.9084878188375012,0.930737578615024,98.91737031936646,1288,498279424,855638016,2
27,train,0.01366125627452894,0.9679644423160453,0.9600770358428948,0.9727614802979748,1059.7993803024292,7460,787079680,855638016,2
27,val,0.049112124261119876,0.9234796808449419,0.9095953500023649,0.9320206721771279,98.25715184211731,1288,498279424,855638016,2
28,train,0.013072740578505328,0.9693672321836356,0.961832825509852,0.9739489118268128,1061.6737382411957,7460,787079680,855638016,2
28,val,0.0505782754298232,0.922860312126644,0.90876324455296,0.9314829506849427,98.2704381942749,1288,498279424,855638016,2
29,train,0.012778562435359228,0.9700523475780988,0.9626919071739174,0.9745292225007687,1062.1898322105408,7460,787079680,855638016,2
29,val,0.05146092219503227,0.9229886946310414,0.9084343332738382,0.9319815404776125,98.84334874153137,1288,498279424,855638016,2
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
Resuming from epoch 30
Best validation loss 0.033868973273139355 from epoch 8
